fna,gna,nam,fun,fdc,sag,latitud,longitud
Estación Juan Vucetich,Estación,Juan Vucetich,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.50721036499989935),-58.80004219
Estación Presidente Derqui,Estación,Presidente Derqui,6,IGN/Trenes Argentinos,IGN,-34.49068671199999869),-58.83921535
Estación Toro,Estación,Toro,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.49435772499990094),-58.84455257
Estación Pilar,Estación,Pilar,6,IGN/Trenes Argentinos,IGN,-34.46882022700000192),-58.90799004
Estación Pilar,Estación,Pilar,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.46460188199999664),-58.9167705
Estación Manzanares,Estación,Manzanares,6,IGN/Trenes Argentinos,IGN,-34.45218712999999866),-59.00680414
Estación Villa Astolfi,Estación,Villa Astolfi,6,IGN/Trenes Argentinos,IGN,-34.47858460500000177),-58.87692907
Estación Manzone,Estación,Manzone,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.48616620199990024),-58.87550921
Estación Sol y Verde,Estación,Sol y Verde,6,IGN/Trenes Argentinos,IGN,-34.50354441699990105),-58.79870229
Estación Pavón,Estación,Pavón,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.38156950199989836),-59.03946962
Estación Palemón Huergo,Estación,Palemón Huergo,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.79980958499989896),-60.20772482
Estación Rawson,Estación,Rawson,6,IGN/Trenes Argentinos,IGN,-34.61054542999990247),-60.06750484
Estación Cucha Cucha,Estación,Cucha Cucha,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.62182447699999699),-60.40825215
Estación Chacabuco,Estación,Chacabuco,6,IGN/Trenes Argentinos,IGN,-34.62977718699990248),-60.47020985
Estación Castilla,Estación,Castilla,6,IGN/Trenes Argentinos,IGN,-34.61067678500000255),-59.89731938
Estación Irala,Estación,Irala,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.76839654100000132),-60.69182931
Estación Coronel Mom,Estación,Coronel Mom,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.84050735999989712),-60.30185047
Estación Emilio Ayarza,Estación,Emilio Ayarza,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.74959876599999831),-60.04656491
Estación Tres Sargentos,Estación,Tres Sargentos,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.4649798940000025),-59.99899828
Estación Ingeniero Silveyra,Estación,Ingeniero Silveyra,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.52409086800000182),-60.19876563
Estación Los Ángeles,Estación,Los Ángeles,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.45703465100000074),-60.18024088
Estación Gregoria Villafañe,Estación,Gregoria Villafañe,4,IGN/Ministerio de Transporte de la Nación,IGN,-34.71408103600000317),-60.60107801
Estación O'Higgins,Estación,O'Higgins,6,IGN/Trenes Argentinos,IGN,-34.58163652100000007),-60.70024926
Estación Membrillar,Estación,Membrillar,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.59182887799990169),-60.61117975
Estación Coliqueo,Estación,Coliqueo,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.66236413099989733),-60.54176542
Estación San Patricio,Estación,San Patricio,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.61441551400000094),-60.24696246
Estación Coronel Isleño,Estación,Coronel Isleño,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.42392142799999988),-60.40387012
Estación Monroe,Estación,Monroe,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.45907603799999919),-60.28945103
Estación Darío Santillán y Maximilian Kosteski,Estación,Darío Santillán y Maximilian Kosteski,6,IGN/Ministerio de Transporte de la Nación,IGN,-34.6620435430000029),-58.37681755
Estación Villa Diamante,Estación,Villa Diamante,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.6813226720000003),-58.42848551
Estación Sarandí,Estación,Sarandí,6,IGN/Trenes Argentinos,IGN,-34.67878799499990095),-58.3450281
Estación Puente Alsina,Estación,Puente Alsina,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.66103703499990019),-58.41563665
Estación Gerli,Estación,Gerli,6,IGN/Trenes Argentinos,IGN,-34.68642644599999869),-58.38302583
Estación Spurr,Estación,Spurr,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.75477856799989951),-62.25458283
Estación Bahía Blanca Sud,Estación,Bahía Blanca Sud,6,IGN/Ministerio de Transporte de la Nación,IGN,-38.72154476299989767),-62.25470318
Estación Grünbein,Estación,Grünbein,6,IGN/Ministerio de Transporte de la Nación,IGN,-38.7540365059999985),-62.18108163
Estación Cabildo,Estación,Cabildo,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.48386753999989907),-61.89563646
Estación Bajo Hondo,Estación,Bajo Hondo,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.76496654099999972),-61.91992995
Estación General Cerri,Estación,General Cerri,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.70164633000000265),-62.4102863
Estación Bahía Blanca Noroeste,Estación,Bahía Blanca Noroeste,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.7237352839999005),-62.28236812
Estación Argerich,Estación,Argerich,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.77155829399990239),-62.60275821
Estación Ingeniero White,Estación,Ingeniero White,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.78198187999989699),-62.26119823
Estación Cochrane,Estación,Cochrane,4,IGN/Ministerio de Transporte de la Nación,IGN,-38.5657551409999968),-61.98829363
Estación Corti,Estación,Corti,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.62191748499999733),-62.05967669
Estación Calderón,Estación,Calderón,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.72323157799999649),-62.06044878
Empalme Grübein,Empalme,Grübein,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.75603327999989745),-62.0760475
Estación La Vitícola,Estación,La Vitícola,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.52340872399999938),-62.28920403
Estación Napostá,Estación,Napostá,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.43965996099999671),-62.24486334
Estación García del Río,Estación,García del Río,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.36324794899999802),-62.2053558
Estación Alférez San Martín,Estación,Alférez San Martín,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.63267232599999801),-62.52837099
Estación Aguará,Estación,Aguará,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.72474604799990061),-62.38339443
Estación Bajo Hondo,Estación,Bajo Hondo,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.75360118899990169),-61.91936497
Estación Paso Mayor,Estación,Paso Mayor,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.67131392499990028),-61.78974223
Estación Miramar,Estación,Miramar,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.26218132700000041),-57.84270285
Estación San Manuel,Estación,San Manuel,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.79037616400000132),-58.84608629
Estación Lumb,Estación,Lumb,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.21739162099989784),-59.3141496
Estación Defferrari,Estación,Defferrari,4,IGN/Ministerio de Transporte de la Nación,IGN,-38.30199611599989851),-59.38749046
Estación La Dulce,Estación,La Dulce,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.27972298299989973),-59.20428238
Estación Quequén,Estación,Quequén,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.53478439899990349),-58.71232401
Estación Lobería,Estación,Lobería,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.15266659699990015),-58.77910509
Estación San Cayetano,Estación,San Cayetano,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.34130606099999738),-59.61218971
Estación Juan N. Fernández,Estación,Juan N. Fernández,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.00584904699999811),-59.26147505
Estación Tamangueyú,Estación,Tamangueyú,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.20228303799999736),-58.73611989
Estación Alfredo Fortabat,Estación,Alfredo Fortabat,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.67956853100000103),-59.39297501
Estación Ramón Santamarina,Estación,Ramón Santamarina,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.44911463499990134),-59.33255917
Estación San José,Estación,San José,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.17645467199999842),-59.00717733
Estación El Lenguaraz,Estación,El Lenguaraz,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.06753564499999953),-58.85918604
Estación Licenciado Matienzo,Estación,Licenciado Matienzo,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.90889791499999717),-58.91254239
Estación Napaleufú,Estación,Napaleufú,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.62418962000000278),-58.74834551
Estación Barker,Estación,Barker,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.63758615799999774),-59.38679807
Estación La Negra,Estación,La Negra,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.79099243499999972),-59.3154339
Estación Claraz,Estación,Claraz,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.89016024499989754),-59.28595823
Estación Pieres,Estación,Pieres,2,IGN/Ministerio de Transporte de la Nación,IGN,-38.39426417300000338),-58.67191399
Estación Las Parvas,Estación,Las Parvas,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.56549389799990024),-61.12988987
"Desvío Km 35,7",Desvío,"Km 35,7",2,IGN/Ministerio de Transporte de la Nación,IGN,-34.28727191799990237),-60.76674596
Estación Morse,Estación,Morse,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.75801279400000254),-60.84039135
Estación Baigorrita,Estación,Baigorrita,6,IGN/Ministerio de Transporte de la Nación,IGN,-34.74366566500000175),-60.9878088
Estación Saforcada,Estación,Saforcada,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.57483725499999849),-61.07808211
Estación Blandengues,Estación,Blandengues,4,IGN/Ministerio de Transporte de la Nación,IGN,-34.54250338100000306),-61.2532577
Estación Agustina,Estación,Agustina,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.45655772899989699),-61.06848681
Estación Bermúdez,Estación,Bermúdez,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.69486458599990186),-61.32867615
Estación Junín,Estación,Junín,6,IGN/Trenes Argentinos,IGN,-34.58427380900000259),-60.94965186
Estación Fortín Tiburcio,Estación,Fortín Tiburcio,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.34607821299989894),-61.13117543
Estación Agustín Roca,Estación,Agustín Roca,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.50730258200000122),-60.86483331
Estación Laplacette,Estación,Laplacette,6,IGN/Ministerio de Transporte de la Nación,IGN,-34.72476669799989679),-61.15217368
Estación La Oriental,Estación,La Oriental,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.56847710800000328),-60.81633131
Estación Los Indios,Estación,Los Indios,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.3722234560000004),-60.65433985
Estación Agustín Ferrari,Estación,Agustín Ferrari,6,IGN/Trenes Argentinos,IGN,-34.70610020999990297),-58.77937368
Estación Mariano Acosta,Estación,Mariano Acosta,6,IGN/Trenes Argentinos,IGN,-34.72443244899989878),-58.79294707
Estación Palantelén,Estación,Palantelén,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.16729499600000253),-60.33487681
Desvío Km 234,Desvío,Km 234,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.38930443399989656),-60.604786
Estación Araujo,Estación,Araujo,4,IGN/Ministerio de Transporte de la Nación,IGN,-35.30366493299990083),-60.32689237
Estación Ortiz de Rosas,Estación,Ortiz de Rosas,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.40147443299999708),-60.37807869
Estación La Limpia,Estación,La Limpia,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.0805149039999975),-60.59092496
Estación Mechita,Estación,Mechita,6,IGN/Trenes Argentinos,IGN,-35.0662719299999992),-60.40663287
Estación Bragado,Estación,Bragado,6,IGN/Trenes Argentinos,IGN,-35.11973265799999666),-60.47854404
Estación San Emilio,Estación,San Emilio,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.03275367100000182),-60.86524903
Estación Warnes,Estación,Warnes,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.91086193499999979),-60.5407231
Estación Máximo Fernández,Estación,Máximo Fernández,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.06156987600000008),-60.70474998
Estación Carlos María Naón,Estación,Carlos María Naón,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.24032607399990269),-60.82495281
Estación General O' Brien,Estación,General O'Brien,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.91031861799999803),-60.76359405
Estación Coronel Seguí,Estación,Coronel Seguí,2,IGN/Ministerio de Transporte de la Nación,IGN,-34.86621829399999939),-60.39612492
Estación Dennehy,Estación,Dennehy,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.35164200199989892),-60.74496581
Estación Olascoaga,Estación,Olascoaga,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.23672708200000159),-60.6098723
Estación Comodoro Py,Estación,Comodoro Py,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.32056857299990327),-60.52408406
Estación Asamblea,Estación,Asamblea,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.22549435399999851),-60.41619307
Estación Larrea,Estación,Larrea,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.0515225249999034),-60.36641428
Estación La Lucila,Estación,La Lucila,6,IGN/Trenes Argentinos,IGN,-34.49751003899999802),-58.4884485
Estación Borges,Estación,Borges,6,IGN/Trenes Argentinos,IGN,-34.50856210399999924),-58.48465937
Estación Olivos,Estación,Olivos,6,IGN/Trenes Argentinos,IGN,-34.50739194199999815),-58.48088427
Estación Aristóbulo del Valle,Estación,Aristóbulo del Valle,6,IGN/Trenes Argentinos,IGN,-34.53753581899999858),-58.47801059
Estación Florida,Estación,Florida,6,IGN/Trenes Argentinos,IGN,-34.53036232499989922),-58.49461893
Estación Bartolomé Mitre,Estación,Bartolomé Mitre,6,IGN/Trenes Argentinos,IGN,-34.51480687200000119),-58.48906674
Estación Vicente López,Estación,Vicente López,6,IGN/Trenes Argentinos,IGN,-34.52442165199990143),-58.4730483
Estación Rivadavia,Estación,Rivadavia,6,IGN/USIG,IGN,-34.53625588199999896),-58.46825152
Estación Dr. Cetrángolo,Estación,Dr. Cetrángolo,6,IGN/Trenes Argentinos,IGN,-34.52258289600000296),-58.49393479
Estación Juan B. Justo,Estación,Juan B. Justo,6,IGN/Trenes Argentinos,IGN,-34.54251597599989765),-58.49477256
Estación M. M. Padilla,Estación,M. M. Padilla,6,IGN/Ferrovías,IGN,-34.54336817599990184),-58.50061485
Estación Maipú,Estación,Maipú,6,IGN/Trenes Argentinos,IGN,-34.51366309499999829),-58.48821798
Estación Libertador,Estación,Libertador,6,IGN/Trenes Argentinos,IGN,-34.50250198299990245),-58.48223217
Estación Tandil,Estación,Tandil,6,IGN/Ministerio de Transporte de la Nación,IGN,-37.31075109300000037),-59.13649909
Estación López,Estación,López,4,IGN/Ministerio de Transporte de la Nación,IGN,-37.55272703399990064),-59.62578591
Estación Fulton,Estación,Fulton,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.41615281299989704),-58.80852674
Desvío Aguirre,Desvío,Aguirre,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.34581375799999847),-59.00043007
Estación Azucena,Estación,Azucena,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.49043995099999904),-59.29323248
Estación Cangallo,Estación,Cangallo,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.21579899900000044),-58.68227599
"Apeadero Km 359,760",Apeadero,"Km 359,760",2,IGN/Ministerio de Transporte de la Nación,IGN,-37.22693606600000038),-58.75339884
Estación Iraola,Estación,Iraola,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.25246992999999662),-58.91879588
Estación Egaña,Estación,Egaña,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.96208050500000297),-59.09656282
Estación De la Canal,Estación,De la Canal,2,IGN/Ministerio de Transporte de la Nación,IGN,-37.12731071399999649),-59.10475671
Estación Gerente Cilley,Estación,Gerente Cilley,4,IGN/Ministerio de Transporte de la Nación,IGN,-35.48649103599999677),-60.50004603
Estación Mulcachy,Estación,Mulcachy,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.49356631599989953),-60.71212934
Estación Amalia,Estación,Amalia,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.46434217199990258),-61.03457476
Estación Galo Llorente,Estación,Galo Llorente,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.49298548899999872),-61.15635312
Estación Gobernador Arias,Estación,Gobernador Arias,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.53857681200000229),-61.34461026
Estación Mauricio Hirsch,Estación,Mauricio Hirsch,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.58135108399989832),-61.52474811
Estación Norumbega,Estación,Norumbega,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.53287215299999957),-60.79401486
Estación 12 de Octubre,Estación,12 de Octubre,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.60767896299999791),-60.9170192
Estación Bacacay,Estación,Bacacay,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.65168003400000174),-61.02696219
Estación La Sofía,Estación,La Sofía,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.70025136499990026),-61.16887615
Estación Cadret,Estación,Cadret,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.77321431499999704),-61.33357101
Estación Centenario,Estación,Centenario,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.83610217099990081),-61.43268112
Estación Bellocq,Estación,Bellocq,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.91669986899999856),-61.52850082
Estación Fauzón,Estación,Fauzón,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.38914818099989645),-61.00575634
Estación La Niña,Estación,La Niña,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.40609174400000114),-61.2115904
Estación El Jabalí,Estación,El Jabalí,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.44525247600000029),-61.35013972
Estación Moctezuma,Estación,Moctezuma,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.4757977399999973),-61.49278234
Estación Santo Tomás,Estación,Santo Tomás,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.67629408900000243),-61.51250889
Estación 9 de Julio Norte,Estación,9 de Julio Norte,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.43749071500000269),-60.89810315
Estación Agustín Mosconi,Estación,Agustín Mosconi,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.73639589799999783),-60.55881249
Estación Morea,Estación,Morea,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.55567662600000034),-60.56046684
Estación Patricios,Estación,Patricios,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.4383132130000007),-60.71825005
Estación Manuel B. Gonnet,Estación,Manuel B. Gonnet,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.5152451989998994),-61.00129478
Estación La Dorita,Estación,La Dorita,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.59174468500000188),-61.24317772
Estación Carlos Casares,Estación,Carlos Casares,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.62946478700000341),-61.36320817
Estación Facundo Quiroga,Estación,Facundo Quiroga,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.29087923099999813),-61.40761414
Estación Huetel,Estación,Huetel,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.82306584899990298),-60.64299465
Estación Valdés,Estación,Valdés,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.64727661999999953),-60.46916641
Estación 9 de Julio,Estación,9 de Julio,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.45410175699989708),-60.87686034
Estación Cambaceres,Estación,Cambaceres,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.55450056400000136),-61.12513179
Estación Ramón J. Neild,Estación,Ramón J. Neild,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.22100339299989713),-61.22429027
Estación El Tejar,Estación,El Tejar,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.2221894739998973),-61.04515609
Estación del Valle,Estación,del Valle,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.89620829199999719),-60.73244172
Estación El Paraiso,Estación,El Paraiso,2,IGN/Ministerio de Transporte de la Nación,IGN,-33.57050188999990326),-59.97834775
Estación Cernadas,Estación,Cernadas,2,IGN/Ministerio de Transporte de la Nación,IGN,-33.47399142300000108),-60.2889002
Estación Ramallo,Estación,Ramallo,6,IGN/Trenes Argentinos,IGN,-33.50192122999990119),-60.06758353
Estación Gobernador Castro,Estación,Gobernador Castro,6,IGN/Ministerio de Transporte de la Nación,IGN,-33.65921685299999666),-59.86896694
Estación Colonia Velaz,Estación,Colonia Velaz,2,IGN/Ministerio de Transporte de la Nación,IGN,-33.80932258899999709),-60.02872289
Estación Pérez Millán,Estación,Pérez Millán,2,IGN/Ministerio de Transporte de la Nación,IGN,-33.7742197310000023),-60.09696826
Estación Erezcano,Estación,Erezcano,2,IGN/Ministerio de Transporte de la Nación,IGN,-33.52194423600000306),-60.31530807
Estación San Nicolás,Estación,San Nicolás,6,IGN/Trenes Argentinos,IGN,-33.34427561199989754),-60.22605487
Estación Alejandro Korn,Estación,Alejandro Korn,6,IGN/Trenes Argentinos,IGN,-34.98050756899989722),-58.37391201
Estación San Vicente,Estación,San Vicente,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.03147152100000028),-58.41543719
Estación Domselaar,Estación,Domselaar,6,IGN/Trenes Argentinos,IGN,-35.07049781500000307),-58.29047884
Estación Udaondo,Estación,Udaondo,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.29660780999999758),-58.59838571
Parada Km 89/150,Parada,Km 89/150,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.30568613199989869),-58.66035813
Estación Goyeneche,Estación,Goyeneche,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.3405494169999983),-58.72150614
Estación Francisco A. Berra,Estación,Francisco A. Berra,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.37529632100000043),-58.85058389
Estación General Hornos,Estación,General Hornos,6,IGN/Trenes Argentinos,IGN,-34.89236110199990293),-58.91785461
Estación Uribelarrea,Estación,Uribelarrea,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.11536260700000156),-58.89870705
Estación Cañuelas,Estación,Cañuelas,6,IGN/Trenes Argentinos,IGN,-35.05926114199999688),-58.75451262
Estación Abbott,Estación,Abbott,6,IGN/Ministerio de Transporte de la Nación,IGN,-35.28137407500000222),-58.80303355
Estación Dr. R. Levene,Estación,Dr. R. Levene,6,IGN/Trenes Argentinos,IGN,-35.02183009999990304),-58.72389309
Estación Vicente Casares,Estación,Vicente Casares,6,IGN/Trenes Argentinos,IGN,-34.96233734299990203),-58.64795791
Estación Máximo Paz,Estación,Máximo Paz,6,IGN/Trenes Argentinos,IGN,-34.93641394499999819),-58.62058637
Estación Alejandro Petión,Estación,Alejandro Petión,6,IGN/Trenes Argentinos,IGN,-34.97750955099999715),-58.67450627
Estación Kloosterman,Estación,Kloosterman,6,IGN/Trenes Argentinos,IGN,-34.98642593099989995),-58.68965863
Estación La Noria,Estación,La Noria,4,IGN/Ministerio de Transporte de la Nación,IGN,-35.16512801700000068),-58.78833255
Estación Las Juanitas,Estación,Las Juanitas,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.62438182700000056),-61.70237231
Estación Pedro Gamen,Estación,Pedro Gamen,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.64761587600000325),-61.83854992
Estación Gnecco,Estación,Gnecco,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.68935489300000086),-62.00335052
Estación Inocencio Sosa,Estación,Inocencio Sosa,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.71916149700000176),-62.10920043
Estación Esteban de Luca,Estación,Esteban de Luca,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.67989414600000231),-62.34160462
Estación Girondo,Estación,Girondo,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.99780009300000216),-61.62309862
Estación Asturias,Estación,Asturias,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.17292936500000167),-61.87615465
Estación Mones Cazón,Estación,Mones Cazón,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.22611165699989755),-62.00932862
Estación Salazar,Estación,Salazar,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.30275581199990143),-62.20165602
Estación Smith,Estación,Smith,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.49245751099989832),-61.59457864
Estación Ancón,Estación,Ancón,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.57608063399990073),-61.84128595
Estación Abel,Estación,Abel,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.61774395999999854),-62.00475884
Estación Larramendy,Estación,Larramendy,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.64304594200000054),-62.08719527
Estación Curarú,Estación,Curarú,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.63844582199990185),-62.19245146
Estación Húsares,Estación,Húsares,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.52308647899999983),-62.34585739
Estación Alagón,Estación,Alagón,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.94592445199990038),-61.96931289
Estación Albariño,Estación,Albariño,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.04813122499999878),-62.12346098
Estación Duhau,Estación,Duhau,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.11356459800000351),-62.27875598
Estación Francisco Madero,Estación,Francisco Madero,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.84717686100000122),-62.06993616
Estación El Recado,Estación,El Recado,4,IGN/Ministerio de Transporte de la Nación,IGN,-35.78885394000000275),-62.22433552
Estación Ingenio Beaugey,Estación,Ingenio Beaugey,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.50325785599989814),-62.23479947
Estación Chiclana,Estación,Chiclana,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.73121876999989865),-61.74187022
Estación Corazzi,Estación,Corazzi,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.21036058100000332),-62.40236071
Estación Mouras,Estación,Mouras,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.32834722599989874),-62.22163155
Estación La Carreta,Estación,La Carreta,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.19479526899989708),-62.22398405
Estación Magdala,Estación,Magdala,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.08189617899999746),-61.72432998
Estación Juan José Paso,Estación,Juan José Paso,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.852425187999998),-62.2990228
Estación Pehuajó,Estación,Pehuajó,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.81551015400000182),-61.89409724
Estación María Lucila,Estación,María Lucila,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.1924857590000002),-61.53884806
Estación Guanaco,Estación,Guanaco,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.70900076699999914),-61.64590914
Estación La Cotorra,Estación,La Cotorra,2,IGN/Ministerio de Transporte de la Nación,IGN,-36.02646325199999922),-62.22442296
Estación Capitán Castro,Estación,Capitán Castro,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.91414434499999686),-62.22455368
Estación Marucha,Estación,Marucha,2,IGN/Ministerio de Transporte de la Nación,IGN,-35.62994290999999691),-62.22932212
Estación Bella Vista,Estación,Bella Vista,6,IGN/Trenes Argentinos,IGN,-34.56385454400000157),-58.68476508
Estación General Lemos,Estación,General Lemos,6,IGN/Metrovías,IGN,-34.53283433600000052),-58.70094242
